fecha,MIN(dp.precio),AVG(dp.precio),MAX(dp.precio),AVG(wd.vel_km_h),MAX(wd.racha_max_km_h)
2015-03-08,25.02,37.60208296775818,49.29,11.376000022888183,54
2015-03-09,27.83,46.27624988555908,59.52,11.376000022888183,47.16
2015-03-10,42.4,53.50458288192749,69.49,6.624000024795532,33.84
2015-03-11,39.95,48.49999952316284,58.1,6.210000038146973,42.12
2015-03-12,38.17,46.596249421437584,58.13,7.200000047683716,52.92
2015-03-13,29.5,41.814999421437584,52.01,11.789999961853027,55.08
2015-03-14,32.22,40.80916706720988,50.13,11.519999980926514,48.96
2015-03-15,31.4,41.304166316986084,56.95,10.52999997138977,43.92
2015-03-16,40.07,54.15916633605957,63.51,8.207999992370606,38.88
2015-03-17,41.1,46.58666626612345,52.45,10.368000030517578,48.96
2015-03-18,36.6,46.69499969482422,54.66,8.639999961853027,50.04
2015-03-19,28.16,38.5558332602183,47.02,12.239999961853027,64.08
2015-03-20,25,39.106666247049965,49.84,17.567999839782715,81
2015-03-21,33.17,43.312082608540855,53.16,12.240000152587891,60.84
2015-03-22,28.02,40.527916034062706,59.01,13.607999801635742,74.88
2015-03-23,42,53.394583543141685,65.19,10.368000030517578,68.04
2015-03-24,28.52,45.90791630744934,56.77,12.960000038146973,51.12
2015-03-25,30,42.54791649182638,58.11,12.059999942779541,64.08
2015-03-26,30.06,45.08291633923849,56.19,11.399999936421713,77.04
2015-03-27,28.01,45.82333302497864,57.55,9.539999961853027,51.84
2015-03-28,35,44.064999421437584,53,10.709999799728394,51.12
